"IndividualId","Gender","RaceIndex","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|Age [year(s)]","Organism|Gestational age [week(s)]","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Ontogeny factor (albumin)","Organism|Height [dm]","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (water)","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Vf (water)","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","CYP1A2|Ontogeny factor","CYP1A2|Ontogeny factor GI","CYP2D6|Ontogeny factor","CYP2D6|Ontogeny factor GI","CYP1A2|Reference concentration [µmol/l]","CYP1A2|t1/2 (liver) [min]","CYP2D6|Reference concentration [µmol/l]","CYP2D6|t1/2 (liver) [min]"
27,1,0,Population based on de Vries,49.0915521791424,0.222283506071879,97.0140968901171,40,0.499134206237512,1.0300681040023,14.861059150904,0.47,0.704348006577633,0.314247162321032,0.0254753669198684,7.3312659097251,1.34241434242264,0.442815495400556,15.2828959761248,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0216846803461246,0.0274344300231055,0.0913205113774307,0.31287090457284,0.758863982545547,0.364224080890061,15.0349702333129,1.5,0.116527181399354,54,30,46.3753316877844,0.9,0.937055745691636,0.757954095118535,0.5,0.979238047718005,13.0614867466376,0.529163482239461,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.123141926797405,0.139524086372436,78.7867002501378,0.868307034021377,0.333443158673547,2652,0.522544884926353,0.201439485684916,0.436108265028723,0.127417828266672,1.36611800306013,0.58,16.2129264800735,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0331758900007341,0.134416547234641,0.147637920020458,0.645808876959209,2.96687709744075,0.0884404651912126,0.135602250943211,0.594098204778366,1.33134398100699,0.366958368008301,0.345812687147248,0.28375960079906,1.8,4973.68994006057,0.4,3060
28,1,0,Population based on de Vries,66.9488542444107,0.226762475522206,31.0769003960662,40,0.578898870706353,1.06251461998029,17.1824852490173,0.47,0.893320850202269,0.406939082084765,0.0270044710202323,11.3829358195157,1.51133628175591,0.507113441612027,6.64354398293491,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0190846485816018,0.0413590832416289,0.0857502588693729,0.454166659432813,0.614026255534074,0.319008864921774,14.8819949297732,1.5,0.154191591418262,54,30,45.9362437499916,0.9,3.04386838442787,1.36334583811917,0.5,1.4137094581275,7.62252158456575,0.608006348218215,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.149100345298009,0.365415948557025,134.497997384873,0.775734852164662,0.880658680674241,2652,0.561677979957374,0.662630983473215,2.75010006363142,0.167413409537928,1.01712923456474,0.58,34.9901409695554,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0346804842457672,0.181049820673268,0.355588361605983,0.994735772272955,3.4879247940104,0.0866852706754183,0.388649788192703,0.757143742397108,0.713933945386346,1.60786857874701,3.04606001394625,0.98870857864922,1.8,62.0826158769178,0.4,3060
29,1,0,Population based on de Vries,85.4186060183137,0.300568066476562,26.6498106655897,40,0.679408350976287,0.919507900727684,16.8579523163722,0.458832702218632,0.897001222722606,0.401961172169416,0.0287218677327072,10.6050357888075,1.55480220127022,0.537002448819011,30.9190544598015,0.774561210817259,0.784365783106085,0.00196091445776521,0.173400757337641,0.198761060272698,0.165634216893915,0.902020650571998,0.836330016236863,0.0019844454312584,0.00156873156621217,0.149070795204523,0.033126843378783,0.00993805301363488,0.0245876701341247,0.0357933820436025,0.101030706691632,0.368553470129911,0.640166785994401,0.522104518754575,15.6886300918755,1.5,0.114145232045479,54,30,44.3935881661012,0.9,3.39860808186122,1.36537307526736,0.494289043914609,1.31594325885124,11.8704247263215,2.07399063905593,1.97715170873932,0.494289043914609,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.166695431255268,0.420413077756498,198.621586571943,0.647669619561765,0.966423505491451,2619.16814452278,0.483376226119336,0.653988851155077,2.73712459560733,0.191269851551115,1.08261221090234,0.58,29.886970127392,0.0238,0.013,0.177,0.0072,0.76,0.811,0.164466919112547,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0343460360950273,0.200932819194422,0.342024862334579,0.984638931646698,3.80042084513788,0.0959389748906587,0.123858995797364,0.843716729710793,0.712412575829246,0.84390212720744,2.00537620166838,0.160637647422338,1.8,3040.22273986891,0.4,3060
30,1,0,Population based on de Vries,49.2550361709875,0.194973357635789,22.8142636003039,40,1.11665825731089,1.07487760813072,15.8941638512537,0.446047545334346,0.79216883892769,0.356394254288277,0.0301322166307024,8.94481377368848,1.61534470518167,0.542371420456187,6.70998364612474,0.756885731424734,0.766466563468085,0.00191616640867021,0.188742945598784,0.220240123838298,0.183533436531915,0.881436547988298,0.817244973297846,0.00193916040557426,0.00153293312693617,0.165180092878724,0.036706687306383,0.0110120061919149,0.025667962519719,0.0282464281670437,0.12665986018244,0.491895981772485,0.6955069043845,0.19984529336139,14.7953646436718,1.5,0.126470848670455,54,30,46.2236470061601,0.9,3.3102746392003,0.876599404382544,0.487750714683985,0.764620615454271,26.2813112882808,0.714266923072675,1.95099327775407,0.487750714683985,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.1201443303616,0.398070608251366,190.674976737509,0.586142666788,0.991513709237412,2581.57978328298,0.415028518106104,0.698657101451754,2.02001730454301,0.206121941459733,0.732125295039409,0.58,22.4146097618226,0.0238,0.013,0.177,0.0072,0.76,0.811,0.169580981866261,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0339155887689298,0.143469376279082,0.37825058447161,0.891583172071822,2.59513063576808,0.113446693221462,0.198092188696025,0.757483449759115,0.797216370072082,1.67644493248003,5.85005423806649,1.67217964192527,1.8,952.391598551026,0.4,3060
31,1,0,Population based on de Vries,60.2720506540276,0.247718931195405,32.2727916912515,40,0.752281365205318,1.16405328112827,15.5983400950548,0.47,0.838134378928496,0.380982631713034,0.0281680484236393,9.30490381179781,1.48517366962413,0.488648010906667,14.559279654067,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0208531509542342,0.0375193691214695,0.0784144851110665,0.47388755168242,0.586257457386702,0.312240373438521,15.1426780934563,1.5,0.166690248249069,54,30,45.7939891362024,0.9,3.01284332029202,0.941148523751724,0.5,0.936546391472121,19.3897426964364,2.03776055201039,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.200588728274472,0.411992093024398,59.2984291811471,0.702802409650143,0.860125682538805,2652,0.37500657698933,0.632730659552097,2.21683720537449,0.163084891670002,1.07227513317524,0.58,23.8147069736318,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0338318951015799,0.181660194624248,0.341574823628653,0.858016189309171,3.30048670237229,0.0817071814453764,0.157549100253517,0.853679378074382,0.770270022763023,1.2607514921871,0.10241049267268,2.97911464327747,1.8,635.832101930212,0.4,3060
32,1,0,Population based on de Vries,74.0802727989985,0.275370984908986,48.3122298718953,40,2.43739508743923,1.03438062188171,16.4018258937682,0.47,0.872015092332797,0.380714534183924,0.0292497234785133,10.159854175708,1.59570818057779,0.509265281244049,19.6714952390594,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0211635584858112,0.0348306211743172,0.0788194545588344,0.607983497580526,0.702988221619727,0.569040426729021,14.5640129244868,1.5,0.125765367619227,54,30,46.8049518586393,0.9,2.35856961078386,0.841103475929091,0.5,1.24452744582199,17.7387970353558,1.46115088736748,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.155614375809696,0.354175026661326,47.1892349994516,0.678499188373428,0.921580416089297,2652,0.441952741910764,0.643120083349981,1.62592829022712,0.199023562807782,1.43635762096461,0.58,31.0154785972451,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0351724231113118,0.106705687419443,0.360263122424696,0.844983752150882,3.61498370374708,0.0919174213834343,0.2681270738046,0.859302664940321,2.32667022262207,1.03596544105744,1.68469093329387,1.14245946939091,1.8,3383.95119861815,0.4,3060
33,1,0,Population based on de Vries,82.3738925757098,0.253215679840703,29.3763541287632,40,0.896801512855213,1.24978406910213,18.0363849992044,0.467921180429211,1.00554512658596,0.437323981093602,0.0269652370967927,12.1119611633491,1.50571928412357,0.530433048966545,22.391721070047,0.787126031943384,0.797089652600895,0.00199272413150224,0.162494583484947,0.183492416878926,0.152910347399105,0.916653100491029,0.849896842085704,0.00201663682108027,0.00159417930520179,0.137619312659194,0.030582069479821,0.00917462084394627,0.023224756223593,0.0387108233135259,0.0865532923001728,0.429615996166003,0.617690593294189,0.325041582148394,15.0845228599511,1.5,0.0958273106150861,54,30,44.1883195127599,0.9,2.9801421579993,0.931322435486024,0.498936891671498,1.37916827040391,11.470700012238,1.01866405570961,1.99574673515817,0.498936891671498,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.138392465805617,0.377460371850727,173.843026855537,0.738585690414607,0.912704054817846,2645.88827046188,0.490453349940726,0.654457780957677,1.89534517600319,0.177405781325609,1.70485865681541,0.58,33.3830094196099,0.0238,0.013,0.177,0.0072,0.76,0.811,0.160831527828316,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0324590541408518,0.168691904813861,0.357217483693037,1.09450287344643,4.08902206783364,0.0809018689566367,0.425391944199122,0.825554999124342,2.61972588199489,1.70513574903315,1.27509716168445,0.95969844951251,1.8,772.113443048522,0.4,3060
34,1,0,Population based on de Vries,62.3547360106486,0.256460795720127,33.1184139163785,40,1.12870392444267,1.19219456587078,15.5928043539538,0.47,0.995208775267425,0.435618886543775,0.0273900441975123,9.36915931228541,1.56540436160217,0.501466579756223,15.0530806254902,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0244970278278699,0.0367123185579922,0.0865444201281422,0.455664202625086,0.632025607322878,0.420333456980695,14.89575616828,1.5,0.123214241804621,54,30,45.5951280978151,0.9,2.88974457471034,2.27197958750515,0.5,0.817785895563025,9.5806788917502,0.325419462101639,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.164013241293271,0.371020921197362,131.906957587522,0.651231790056191,0.935039710664697,2652,0.459502303279625,0.636276993751804,1.49299418359682,0.186116149450017,1.62413385552668,0.58,24.7956092762827,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0325576538474225,0.195912675651296,0.346436111534223,0.923438281811058,3.44938631325209,0.0865198140860238,0.267332150546057,0.847850818824575,0.844895648378751,0.986526199158496,0.731636076711043,1.98285888197983,1.8,3586.18840797427,0.4,3060
35,1,0,Population based on de Vries,88.9076736714316,0.254098193390535,42.3774894989922,40,0.809831730184339,0.71294286979749,18.7054790386228,0.47,1.00545092251114,0.421314490310376,0.0287434989584169,13.2163265101709,1.45061440463373,0.488366503061723,19.6466062149268,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0208626757781731,0.0393593040713533,0.0788953716326049,0.304156457198354,0.644598421491744,0.492369870063133,14.6834159605265,1.5,0.147368718378948,54,30,44.4311530763996,0.9,2.54521410436453,1.26538544211098,0.5,1.02483470791693,18.5797209394283,0.667880286005324,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.201820298887283,0.356859158371142,225.043380952839,0.711118938014408,0.995338727438028,2652,0.428112631838251,0.68179244151268,2.94724456908835,0.183073152830112,1.53489517718672,0.58,41.0706001402566,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0323680490807726,0.220906095690303,0.375787666139939,0.959204700427368,4.05942551103788,0.0840718910661778,0.198147435118706,0.88206639794221,1.31233561662887,2.16523057539828,1.50176810259514,0.504243899848336,1.8,1801.9482788489,0.4,3060
36,1,0,Population based on de Vries,56.7061334967754,0.193881465469937,14.4605433170034,40,0.590465463114532,1.14658353418617,17.1019987802116,0.43,0.784980833400205,0.376363450780135,0.0349814195741091,9.22870411470573,1.46682736747235,0.567164384993609,8.04805578690477,0.719809573051082,0.728921086634007,0.00182230271658502,0.221078913365993,0.265294696039192,0.221078913365993,0.838259249629108,0.77721210862351,0.00184417034918404,0.00145784217326801,0.198971022029394,0.0442157826731986,0.0132647348019596,0.0302456153819926,0.0170990467830014,0.264663358689005,0.192220357138256,0.882669224765296,0.366496656654992,15.1756744138064,1.5,0.124949449960669,54,30,46.4577855155231,0.9,3.78252244575996,1.03421587397084,0.465541911690949,0.864838573152053,21.6726281895464,1.54718202048479,1.86214980459053,0.465541911690949,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.126541550758594,0.472401837823958,448.142875401737,0.605074297148339,1.05155706614227,2505,0.31486373001238,0.701210032228551,1.74857717859968,0.235829751119765,0.884750726554244,0.58,29.313077732057,0.0238,0.013,0.177,0.0072,0.76,0.811,0.186473480195959,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0327926907307408,0.16482057214834,0.39271200621919,0.770715485517603,2.09172791905563,0.16708347600712,0.205236691084177,0.839682429084007,1.66633346077323,1.05299960843694,3.06285836766452,0.997309154534918,1.8,5212.61124981454,0.4,3060
37,1,0,Population based on de Vries,81.2791721448117,0.281020931252756,67.8838510848041,40,1.11839903604841,0.775630061171805,17.006709816372,0.47,0.880796371882824,0.404177173614693,0.0267219602327302,10.7765874521469,1.40115974886336,0.463125259771976,23.6810028011686,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0217821267119743,0.0335842372699567,0.0717979651959031,0.441960143685041,0.666089398351144,0.581077775452936,15.0640601011903,1.5,0.0645863637123826,54,30,44.6315600749543,0.9,1.69411135309918,1.13768129948161,0.5,0.827899532994984,31.7354809315248,0.924956070441792,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.176018480621944,0.263625979596885,149.208115994921,0.715825888891203,0.664080110113731,2652,0.486073914505024,0.444605720518055,3.35988929591956,0.15623379852025,1.52724074997019,0.58,31.1710832731859,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0340640621189524,0.206549788333344,0.286181508274828,0.864598147057515,4.27682255251083,0.0969096917155079,0.294724349731893,0.717553544750843,1.68565721903809,1.24989148934304,0.598387185066877,1.00228711269683,1.8,2724.66588738869,0.4,3060
38,1,0,Population based on de Vries,71.6420658861352,0.238213767003028,86.7890878984654,40,1.00165829676783,0.780693791143627,17.3420575032504,0.47,0.809705554837418,0.375036648524724,0.0257363870073471,10.232290965435,1.3045323392039,0.428201533315638,22.2126165386796,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0222351604354138,0.0324968479209619,0.0753266493572642,0.459360696804125,0.787306621402035,0.379362843352192,15.3574040887365,1.5,0.101293259610227,54,30,44.5822249370364,0.9,1.23501919020448,0.966237381601991,0.5,1.1903791405413,19.6915931920667,1.54512455712233,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.223581350873281,0.177873242199697,136.297381507675,0.794908105823727,0.406892958893985,2652,0.323216574042588,0.295444291152166,1.65665214872381,0.14375548754307,0.90478576583245,0.58,27.1592125029685,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0341737691525838,0.0859652493354608,0.217822739646462,0.854286790647091,3.71621394152916,0.0856214730095604,0.117841021601095,0.591416611085649,1.32277945037698,0.901743996745392,3.18346343533327,0.637148400100923,1.8,1975.46778379807,0.4,3060
39,1,0,Population based on de Vries,85.5680139925046,0.254483597050874,37.133981211639,40,1.40462324170309,1.10325510780824,18.3368962917732,0.47,1.04118805139572,0.489826655570272,0.02777973266244,12.8053268771536,1.35531596120262,0.540254037557776,18.5582179897538,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0226856930886288,0.0439289736538871,0.0804243989745008,0.497106053383995,0.63514725126509,0.293128414318181,14.6106832749746,1.5,0.147386657832927,54,30,43.2581554410396,0.9,2.88314688978107,1.41738420062279,0.5,0.641638158521407,17.8275678245059,0.955901897439492,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.164771364558259,0.412275570728104,367.403196018334,0.742016720684434,0.888488657696322,2652,0.500549265961973,0.626016427253767,2.57939135445335,0.163682981967382,1.4906563621594,0.58,39.4615186212356,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0352614518522779,0.142314561530938,0.359038365408039,0.982609175634087,4.24024945390292,0.0829541301308408,0.179898135951496,0.896239682242025,1.44113424928539,0.919549178035988,1.63306142142422,0.804813711430073,1.8,1896.58182911153,0.4,3060
40,1,0,Population based on de Vries,56.3287573363856,0.231433020555235,78.823217600036,40,1.23113405115381,0.859322744495266,15.6009995170299,0.47,0.874623156868321,0.355646564103449,0.0265846639493697,8.6048091570772,1.32058039970103,0.424302312111935,11.7859011811511,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.021303024979298,0.0311818159020711,0.0790639674022074,0.377647865551129,0.685829157570101,0.436681670326433,15.0708607750919,1.5,0.0782832060225267,54,30,44.9019629860659,0.9,1.41691789024847,1.34514207867649,0.5,1.7037609773189,12.6071037971036,2.09752453243158,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.196127696489971,0.198438929546024,71.4643811014018,0.752378871431587,0.426675388956335,2652,0.379339496016055,0.351056467015636,1.5038510822196,0.133028190789605,1.12441289441915,0.58,24.2497648496535,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0365260606780893,0.0753335011732857,0.208807117953318,0.805469595200569,3.08645919719076,0.0796303311141466,0.368548341910348,0.576023948208139,0.40092234528712,0.526452674967984,1.21495253528709,0.825040810199425,1.8,1841.16959088046,0.4,3060
41,1,0,Population based on de Vries,55.1968498565623,0.206929120464414,17.3135530284203,40,0.888737638865004,1.08440328479353,16.3322620857328,0.43,0.876838368219675,0.372297833824841,0.0335072778280538,8.92082372511419,1.49353209044711,0.531442725520339,8.69098058051177,0.731536623539304,0.740796580799295,0.00185199145199824,0.210745787886319,0.251044103040846,0.209203419200705,0.851916067919189,0.789874354277248,0.00187421534942222,0.00148159316159859,0.188283077280635,0.041840683840141,0.0125522051520423,0.0315231460802897,0.0217723688118321,0.1579427123471,0.227889667022236,0.767717370678478,0.307436600831305,14.5885170818365,1.5,0.102967183295513,54,30,45.0438878283634,0.9,3.51188777601298,0.656814776262191,0.478373836729114,0.933163081653427,25.686490998657,0.654183216292898,1.91347843165383,0.478373836729114,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.140295809545475,0.488089946096607,145.733526989433,0.6358400854886,1.05130360894539,2527.67281967852,0.352714381292869,0.695205540475077,1.61356087278808,0.221605140023533,1.26654481905958,0.58,26.7071018309044,0.0238,0.013,0.177,0.0072,0.76,0.811,0.176915262628773,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0333390914131977,0.0500847072218438,0.43087490037684,0.870790786058896,2.46864393220623,0.132992285306344,0.179701397213384,0.929976482251681,2.49947048351836,0.946923690403587,0.988574799268051,9.27359489744089,1.8,2185.94321191448,0.4,3060
42,1,0,Population based on de Vries,57.5010221238566,0.214109899836464,54.9216193402752,40,0.763747061196327,1.2393194848255,16.3877529485647,0.47,0.859980720829417,0.406234167490947,0.0263892005962284,10.0983216013656,1.46429992698959,0.515595797501361,8.82022012090066,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0234563013502456,0.033040860367696,0.0836208629335831,0.603638951325326,0.659335658545799,0.652462251150118,15.5706430800243,1.5,0.1058688442146,54,30,45.7847470832261,0.9,2.18599174648788,0.793549416547013,0.5,0.726488619474712,19.0611318264257,2.03790981046847,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.157820130922441,0.368294884757001,266.38702575102,0.669719298311307,0.831064789219611,2652,0.34402449132981,0.626839310990825,2.3663051470435,0.177200316227086,1.62944958310203,0.58,24.3432179190389,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0334194851099438,0.205770893593818,0.34372757791201,0.902969124578907,3.43139361277026,0.0904403452591631,0.512153322746345,0.833726368304366,1.48048921598524,1.17071489787689,1.54651900024569,4.58757497837777,1.8,1546.33971146433,0.4,3060
43,1,0,Population based on de Vries,89.6528853668006,0.324480502766287,49.5859755899692,40,0.524033009407723,1.07674732293385,16.6221743210974,0.47,0.915289683766313,0.394749183751507,0.0275350907592228,10.4054919974346,1.5233896194726,0.492472739320882,30.8791584078475,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0225219491937771,0.0347962360454486,0.0827350645919214,0.482033156509047,0.627615608225654,0.337150863591644,14.7376296808168,1.5,0.110368698019631,54,30,43.4846644350729,0.9,2.5578166815095,0.456182336158774,0.5,0.898063272190241,28.9272685137365,1.35175984873376,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.160276484610729,0.387393246568156,197.132925013887,0.619957715945102,0.895393422956371,2652,0.454749679539534,0.671226279968806,1.80792064901978,0.188437687474411,1.37216412383421,0.58,35.0313482953779,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0327052370179724,0.136462727212336,0.349950434809271,0.795651425918951,4.14868474320054,0.078461369625931,0.15361037372294,1.00835348075934,2.19188423525179,0.664529520081439,1.45868716201878,2.33479131534151,1.8,3587.13847700191,0.4,3060
